nct_id,country
NCT02412878,Greece
NCT02412878,Hungary
NCT02412878,Italy
NCT02412878,Japan
NCT02412878,New Zealand
NCT02412878,Norway
NCT02412878,Poland
NCT02412878,Romania
NCT02412878,Spain
NCT02412878,Sweden
NCT02412878,United Kingdom
NCT02412878,United States
NCT01831466,Canada
NCT01831466,Denmark
NCT01831466,Poland
NCT01831466,United States
NCT01962987,United States
NCT00004179,Australia
NCT00004179,Belgium
NCT00004179,Canada
NCT00004179,Denmark
NCT00004179,Egypt
NCT00004179,France
NCT00004179,Hungary
NCT00004179,Italy
NCT00004179,Netherlands
NCT00004179,New Zealand
NCT00004179,Norway
NCT00004179,Poland
NCT00004179,Portugal
NCT00004179,Slovakia
NCT00004179,Slovenia
NCT00004179,South Africa
NCT00004179,Sweden
NCT00004179,United Kingdom
NCT00002568,United States
NCT01311687,Australia
NCT01311687,Belgium
NCT01311687,Canada
NCT01311687,Czechia
NCT01311687,Denmark
NCT01311687,France
NCT01311687,Germany
NCT01311687,Greece
NCT01311687,Italy
NCT01311687,Netherlands
NCT01311687,Russia
NCT01311687,Spain
NCT01311687,Sweden
NCT01311687,Switzerland
NCT01311687,United Kingdom
NCT01311687,United States
NCT01789216,United States
NCT02178722,United States
NCT02654769,United States
NCT03959241,United States
NCT00085202,Australia
NCT00085202,Canada
NCT00085202,United States
NCT00738699,Australia
NCT00738699,Belgium
NCT00738699,Canada
NCT00738699,Netherlands
NCT00738699,Spain
NCT00738699,United States
NCT02654054,Canada
NCT02654054,Puerto Rico
NCT02654054,United States
NCT00133224,Belgium
NCT00133224,Canada
NCT00133224,France
NCT00133224,Germany
NCT00133224,Italy
NCT00133224,Netherlands
NCT00133224,Poland
NCT00133224,Sweden
NCT00133224,United Kingdom
NCT00133224,United States
NCT03686215,United States
NCT02981368,Canada
NCT02981368,United States
NCT00455533,Argentina
NCT00455533,Austria
NCT00455533,France
NCT00455533,Germany
NCT00455533,India
NCT00455533,Italy
NCT00455533,Peru
NCT00455533,Philippines
NCT00455533,Russia
NCT00455533,Singapore
NCT00455533,South Korea
NCT00455533,Spain
NCT00455533,Taiwan
NCT00455533,United Kingdom
NCT00455533,United States
NCT01126190,Bulgaria
NCT01126190,Romania
NCT01126190,Russia
NCT01126190,Serbia
NCT01126190,Ukraine
NCT00658580,Belgium
NCT00658580,France
NCT00658580,Greece
NCT00658580,Spain
NCT01327235,China
NCT01872988,Taiwan
NCT02147990,Australia
NCT02147990,Canada
NCT02147990,France
NCT02147990,Germany
NCT02147990,Hong Kong
NCT02147990,Netherlands
NCT02147990,South Korea
NCT02147990,Spain
NCT02147990,Switzerland
NCT02147990,Taiwan
NCT02147990,United Kingdom
NCT02147990,United States
NCT03976102,United States
NCT00002920,United States
NCT02659020,Australia
NCT02659020,France
NCT02659020,Germany
NCT02659020,Hungary
NCT02659020,Israel
NCT02659020,Italy
NCT02659020,Poland
NCT02659020,Spain
NCT02659020,United Kingdom
NCT02659020,United States
NCT02004262,Canada
NCT02004262,United States
NCT01395524,Australia
NCT01395524,Germany
NCT01395524,Slovakia
NCT01395524,United States
NCT05678621,Australia
NCT00639327,Japan
NCT01598298,United States
NCT01450696,Australia
NCT01450696,Bosnia and Herzegovina
NCT01450696,Brazil
NCT01450696,Chile
NCT01450696,China
NCT01450696,Czechia
NCT01450696,Germany
NCT01450696,Hungary
NCT01450696,Italy
NCT01450696,Mexico
NCT01450696,New Zealand
NCT01450696,Panama
NCT01450696,Peru
NCT01450696,Philippines
NCT01450696,Poland
NCT01450696,Portugal
NCT01450696,Russia
NCT01450696,Serbia
NCT01450696,South Africa
NCT01450696,South Korea
NCT01450696,Spain
NCT01450696,Turkey (Türkiye)
NCT01450696,Ukraine
NCT01450696,United Kingdom
NCT01450696,United States
NCT00320385,Austria
NCT00320385,Bulgaria
NCT00320385,Canada
NCT00320385,Croatia
NCT00320385,Czechia
NCT00320385,Finland
NCT00320385,Germany
NCT00320385,Greece
NCT00320385,Italy
NCT00320385,Poland
NCT00320385,Spain
NCT00320385,United Kingdom
NCT00320385,United States
NCT00558363,Estonia
NCT00558363,Finland
NCT00558363,France
NCT00558363,Germany
NCT00558363,Netherlands
NCT00558363,Russia
NCT00558363,Spain
NCT00558363,Sweden
NCT00558363,United Kingdom
NCT00303771,France
NCT02822573,United States
NCT00382720,Belgium
NCT00382720,France
NCT00382720,Germany
NCT00382720,Hungary
NCT00382720,Italy
NCT00382720,Portugal
NCT00382720,Russia
NCT00382720,Spain
NCT00382720,Switzerland
NCT00382720,Turkey (Türkiye)
NCT00382720,United Kingdom
NCT00382720,United States
NCT01479465,France
NCT01479465,Germany
NCT01479465,Italy
NCT01479465,Poland
NCT01479465,Russia
NCT01479465,Spain
NCT01479465,United States
NCT02747043,Australia
NCT02747043,Bulgaria
NCT02747043,Canada
NCT02747043,Colombia
NCT02747043,Czechia
NCT02747043,France
NCT02747043,Georgia
NCT02747043,Germany
NCT02747043,Greece
NCT02747043,India
NCT02747043,Israel
NCT02747043,Italy
NCT02747043,Japan
NCT02747043,Mexico
NCT02747043,Poland
NCT02747043,Romania
NCT02747043,South Korea
NCT02747043,Spain
NCT02747043,Ukraine
NCT02747043,United States
NCT00335543,Austria
NCT00335543,Germany
NCT00335543,Switzerland
NCT00002727,Canada
NCT00002727,United States
NCT00085501,United States
NCT00005866,Canada
NCT00005866,United States
NCT00090376,United States
NCT02785900,Australia
NCT02785900,Austria
NCT02785900,Belgium
NCT02785900,Czechia
NCT02785900,France
NCT02785900,Germany
NCT02785900,Hungary
NCT02785900,Israel
NCT02785900,Italy
NCT02785900,Luxembourg
NCT02785900,Poland
NCT02785900,South Korea
NCT02785900,Spain
NCT02785900,Taiwan
NCT02785900,United Kingdom
NCT02785900,United States
NCT00039910,Australia
NCT00039910,France
NCT00039910,Greece
NCT00039910,Hong Kong
NCT00039910,Poland
NCT00039910,Russia
NCT00039910,Singapore
NCT00039910,United States
NCT01940497,Italy
NCT00191243,Finland
NCT01387932,Belgium
NCT01387932,France
NCT01387932,Greece
NCT01387932,Italy
NCT01387932,United States
NCT02546102,Austria
NCT02546102,Canada
NCT02546102,United States
NCT01229813,Denmark
NCT01229813,Sweden
NCT00190476,Japan
NCT00083187,France
NCT00083187,United Kingdom
NCT00083187,United States
NCT01276379,Spain
NCT00002105,United States
NCT00005578,Canada
NCT00005578,Switzerland
NCT00005578,United States
NCT01309126,France
NCT01309126,Germany
NCT01309126,Puerto Rico
NCT01309126,United States
NCT00054418,Canada
NCT00054418,United States
NCT00003267,Austria
NCT00003267,Belgium
NCT00003267,France
NCT00003267,Germany
NCT00003267,Italy
NCT00003267,Netherlands
NCT00003267,Portugal
NCT00003267,Spain
NCT00289640,Australia
NCT00289640,Belgium
NCT00289640,Brazil
NCT00289640,Canada
NCT00289640,Czechia
NCT00289640,France
NCT00289640,Germany
NCT00289640,Hungary
NCT00289640,South Africa
NCT00289640,United States
NCT02980731,Argentina
NCT02980731,Australia
NCT02980731,Bulgaria
NCT02980731,Hong Kong
NCT02980731,Hungary
NCT02980731,Mexico
NCT02980731,New Zealand
NCT02980731,Poland
NCT02980731,Russia
NCT02980731,Taiwan
NCT04597801,Germany
NCT00956813,United States
NCT01310036,Hong Kong
NCT01310036,South Korea
NCT01310036,Taiwan
NCT01310036,Thailand
NCT01022346,Belgium
NCT01022346,Finland
NCT01022346,France
NCT01022346,Puerto Rico
NCT01022346,Spain
NCT01022346,United States
NCT01776307,United States
NCT00047112,Belgium
NCT00047112,France
NCT00047112,Germany
NCT00047112,Netherlands
NCT00609622,Denmark
NCT00609622,Germany
NCT00609622,Japan
NCT00609622,United States
NCT00671918,Israel
NCT00671918,United States
NCT03516084,China
NCT00601640,United States
NCT01237678,Canada
NCT01237678,Spain
NCT01237678,United Kingdom
NCT01237678,United States
NCT02400788,Japan
NCT02400788,South Korea
NCT00093002,Austria
NCT00093002,Brazil
NCT00093002,Germany
NCT00093002,India
NCT00093002,United Kingdom
NCT00093002,United States
NCT02038647,Belgium
NCT02038647,Canada
NCT02038647,Czechia
NCT02038647,France
NCT02038647,Germany
NCT02038647,Hungary
NCT02038647,Italy
NCT02038647,Poland
NCT02038647,Spain
NCT02038647,United States
NCT01546649,Japan
NCT01132807,United States
NCT00050830,Canada
NCT00050830,Germany
NCT00050830,Ireland
NCT00050830,Italy
NCT00050830,Netherlands
NCT00050830,Spain
NCT00050830,United Kingdom
NCT00050830,United States
NCT02046603,United Kingdom
NCT06301165,China
NCT02609828,Argentina
NCT02609828,Australia
NCT02609828,Austria
NCT02609828,Brazil
NCT02609828,Chile
NCT02609828,China
NCT02609828,Czechia
NCT02609828,Hungary
NCT02609828,Israel
NCT02609828,Japan
NCT02609828,Poland
NCT02609828,Romania
NCT02609828,Slovakia
NCT02609828,South Korea
NCT02609828,Spain
NCT02609828,United Kingdom
NCT00327535,Australia
NCT00327535,Austria
NCT00327535,Belgium
NCT00327535,Canada
NCT00327535,Czechia
NCT00327535,Estonia
NCT00327535,Finland
NCT00327535,France
NCT00327535,Germany
NCT00327535,Greece
NCT00327535,Hong Kong
NCT00327535,Hungary
NCT00327535,Italy
NCT00327535,Poland
NCT00327535,Spain
NCT00089141,Canada
NCT00089141,United States
NCT00115700,Australia
NCT00115700,Canada
NCT00115700,New Zealand
NCT02004093,Belgium
NCT02004093,Canada
NCT02004093,Hungary
NCT02004093,Italy
NCT02004093,Netherlands
NCT02004093,Poland
NCT02004093,Russia
NCT02004093,Spain
NCT02004093,United Kingdom
NCT00095875,Germany
NCT00095875,United States
NCT01585987,France
NCT01585987,Germany
NCT01585987,Hong Kong
NCT01585987,Italy
NCT01585987,Japan
NCT01585987,Poland
NCT01585987,Russia
NCT01585987,Singapore
NCT01585987,South Korea
NCT01585987,Spain
NCT01585987,Taiwan
NCT01585987,United States
NCT02295930,Italy
NCT00438100,Japan
NCT01107457,Denmark
NCT01107457,United States
NCT01008150,Canada
NCT01008150,Italy
NCT01008150,Puerto Rico
NCT01008150,Spain
NCT01008150,United States
NCT01685060,Canada
NCT01685060,France
NCT01685060,Germany
NCT01685060,Hong Kong
NCT01685060,Italy
NCT01685060,Japan
NCT01685060,Netherlands
NCT01685060,Singapore
NCT01685060,South Korea
NCT01685060,Spain
NCT01685060,United Kingdom
NCT01685060,United States
NCT00139711,Italy
NCT02234115,Austria
NCT02234115,Czechia
NCT02234115,Germany
NCT02234115,Lithuania
NCT02234115,Poland
NCT02234115,Slovakia
NCT02234115,Taiwan
NCT02234115,United States
NCT00045110,United States
NCT01259817,Italy
NCT01259817,United States
NCT01774578,United States
NCT00064298,United States
NCT02361099,France
NCT01874587,France
NCT02042690,China
NCT00217438,United States
NCT00081263,United States
NCT00525148,Taiwan
NCT00525148,United States
NCT00160069,Germany
NCT00942162,France
NCT00942162,Germany
NCT00942162,Ireland
NCT00942162,Italy
NCT00942162,Poland
NCT00942162,Russia
NCT00942162,Spain
NCT00942162,United States
NCT00557817,Belgium
NCT00623805,Turkey (Türkiye)
NCT01810705,France
NCT00540358,United States
NCT02605967,China
NCT02605967,France
NCT02605967,Hong Kong
NCT02605967,Singapore
NCT02605967,Taiwan
NCT02605967,Thailand
NCT02605967,United States
NCT02371369,Australia
NCT02371369,Canada
NCT02371369,Denmark
NCT02371369,France
NCT02371369,Germany
NCT02371369,Hungary
NCT02371369,Italy
NCT02371369,Netherlands
NCT02371369,Poland
NCT02371369,Spain
NCT02371369,United Kingdom
NCT02371369,United States
NCT01358071,Italy
NCT01358071,United Kingdom
NCT00550537,United States
NCT00005980,Austria
NCT00005980,France
NCT00005980,Greece
NCT00005980,Israel
NCT00005980,Italy
NCT00005980,Netherlands
NCT00005980,Spain
NCT00005980,Switzerland
NCT00005980,United Kingdom
NCT00831844,Australia
NCT00831844,Canada
NCT00831844,United States
NCT03861793,Canada
NCT03861793,Netherlands
NCT03861793,South Korea
NCT03861793,Spain
NCT03861793,Taiwan
NCT03861793,United States
NCT04840238,Hungary
NCT01236391,Germany
NCT01236391,Poland
NCT01236391,United Kingdom
NCT01236391,United States
NCT02945813,France
NCT02945813,Germany
NCT02945813,Switzerland
NCT00219557,Belgium
NCT00219557,Canada
NCT00219557,France
NCT00219557,Germany
NCT00219557,Italy
NCT00219557,Spain
NCT00219557,United Kingdom
NCT00219557,United States
NCT01257425,Germany
NCT03001219,Argentina
NCT03001219,Austria
NCT03001219,Colombia
NCT03001219,Germany
NCT03001219,Guatemala
NCT03001219,Italy
NCT03001219,Mexico
NCT03001219,Peru
NCT03001219,Spain
NCT03001219,United Kingdom
NCT03001219,United States
NCT05231044,Japan
NCT01121848,Canada
NCT01439711,United States
NCT02981342,Australia
NCT02981342,Belgium
NCT02981342,France
NCT02981342,Israel
NCT02981342,Spain
NCT02981342,Taiwan
NCT02981342,United Kingdom
NCT02981342,United States
NCT02498860,South Korea
NCT01005199,Austria
NCT01005199,Hungary
NCT01005199,Switzerland
NCT02913612,United States
NCT00423332,Netherlands
NCT00423332,United Kingdom
NCT01310816,Australia
NCT01310816,Austria
NCT01310816,Canada
NCT01310816,France
NCT01310816,Germany
NCT01310816,Italy
NCT01310816,Netherlands
NCT01310816,Norway
NCT01310816,Poland
NCT01310816,Russia
NCT01310816,Sweden
NCT01310816,United Kingdom
NCT01310816,United States
NCT00477529,United States
NCT00003784,United States
NCT00110994,United States
NCT03382899,United States
NCT01940276,United States
NCT01884259,Austria
NCT06537843,Brazil
NCT02470533,Belgium
NCT02470533,France
NCT02470533,Netherlands
NCT06520176,China
NCT00103389,Australia
NCT00659438,France
NCT00385580,France
NCT00385580,Italy
NCT00385580,United States
NCT00556127,Italy
NCT01040000,United States
NCT00335764,United States
NCT01101334,Germany
NCT01101334,India
NCT01101334,South Korea
NCT01101334,United States
NCT01084083,United States
NCT00036868,Belgium
NCT00036868,Denmark
NCT00036868,Egypt
NCT00036868,France
NCT00036868,Netherlands
NCT00036868,Poland
NCT00036868,Serbia
NCT00036868,South Africa
NCT00036868,United Kingdom
NCT00850382,Austria
NCT00850382,Germany
NCT00710710,Austria
NCT00710710,Germany
NCT01229150,United States
NCT00297648,Belgium
NCT00297648,France
NCT00297648,Germany
NCT02609984,United States
NCT00004137,United States
NCT01402271,Belgium
NCT01402271,Netherlands
NCT01402271,Spain
NCT00282022,United States
NCT01295307,Germany
NCT00136487,United States
NCT00021229,United States
NCT00733850,United States
NCT00390611,United States
NCT00116675,United States
NCT02034916,France
NCT02034916,Germany
NCT02034916,Spain
NCT02034916,United Kingdom
NCT02034916,United States
NCT06251947,China
NCT00258388,Canada
NCT00258388,United States
NCT01685983,South Korea
NCT01685983,Taiwan
NCT01653743,Japan
NCT00148668,United States
NCT00778102,Austria
NCT00778102,France
NCT00778102,Spain
NCT00778102,United Kingdom
NCT00507429,Belarus
NCT00507429,Bulgaria
NCT00507429,Egypt
NCT00507429,India
NCT00507429,Israel
NCT00507429,Italy
NCT00507429,Poland
NCT00507429,Romania
NCT00507429,Russia
NCT00507429,Ukraine
NCT00507429,United Kingdom
NCT00507429,United States
NCT01496118,United States
NCT00044343,Canada
NCT00044343,United States
NCT00101010,United States
NCT00087997,Canada
NCT00087997,United States
NCT00004026,United States
NCT02491892,Australia
NCT02491892,Belgium
NCT02491892,Finland
NCT02491892,Germany
NCT02491892,Italy
NCT02491892,Netherlands
NCT02491892,Spain
NCT02491892,United Kingdom
NCT00005803,Germany
NCT00005803,United States
NCT01429064,Czechia
NCT01429064,Estonia
NCT01429064,Finland
NCT01429064,France
NCT01429064,United Kingdom
NCT01429064,United States
NCT00003361,United States
NCT00003254,United States
NCT00354562,Canada
NCT00354562,Ireland
NCT00354562,United Kingdom
NCT00354562,United States
NCT02358356,Australia
NCT01397929,United Kingdom
NCT00126503,United States
NCT02304770,China
NCT00910091,Belgium
NCT00910091,Czechia
NCT00910091,France
NCT00910091,Hungary
NCT00910091,Latvia
NCT00910091,Lithuania
NCT00910091,Moldova
NCT00910091,Poland
NCT00910091,Russia
NCT00910091,Spain
NCT00910091,Ukraine
NCT00910091,United Kingdom
NCT02799901,France
NCT00005997,United States
NCT00569673,United States
NCT01733797,United Kingdom
NCT02888990,Belgium
NCT02888990,France
NCT02888990,Germany
NCT02888990,Italy
NCT01972672,China
NCT00066794,United States
NCT00525590,United States
NCT01431391,United States
NCT00057785,United States
NCT03772587,Belgium
NCT03772587,Canada
NCT03772587,Germany
NCT03772587,Italy
NCT03772587,Poland
NCT03772587,Spain
NCT03772587,United Kingdom
NCT03772587,United States
NCT02077634,Germany
NCT02659514,United States
NCT01254513,France
NCT00838578,United States
NCT02028988,United States
NCT03472560,Hungary
NCT03472560,Italy
NCT03472560,Poland
NCT03472560,Russia
NCT03472560,South Korea
NCT03472560,Spain
NCT03472560,Taiwan
NCT03472560,United States
NCT00377780,Netherlands
NCT00243503,Belgium
NCT00243503,Canada
NCT00243503,France
NCT00243503,Spain
NCT00243503,United States
NCT00004017,United States
NCT01569087,Russia
NCT03352934,Germany
NCT02531737,France
NCT00003671,Canada
NCT00003671,Netherlands
NCT00003671,Puerto Rico
NCT00003671,Switzerland
NCT00003671,United States
NCT00227630,Belgium
NCT00227630,Italy
NCT00227630,Netherlands
NCT00227630,United Kingdom
NCT00006007,Canada
NCT00006007,United States
NCT01112527,United States
NCT02573935,Denmark
NCT00888615,United States
NCT02648724,Denmark
NCT02648724,Hong Kong
NCT02648724,South Korea
NCT02648724,Spain
NCT02648724,Taiwan
NCT02648724,United States
NCT01662050,Italy
NCT00559845,Italy
NCT02685826,Canada
NCT02685826,Denmark
NCT02685826,Finland
NCT02685826,Germany
NCT02685826,Italy
NCT02685826,Netherlands
NCT02685826,Spain
NCT02685826,United States
NCT00814541,Ireland
NCT00814541,United Kingdom
NCT02843074,United States
NCT00098553,United States
NCT00601627,United States
NCT01334515,Canada
NCT01334515,United States
NCT00389441,Canada
NCT00389441,China
NCT00389441,Czechia
NCT00389441,India
NCT00389441,Italy
NCT00389441,Poland
NCT00389441,Spain
NCT00389441,United Kingdom
NCT00389441,United States
NCT02742090,United States
NCT00281970,United States
NCT06236269,Spain
NCT00055718,Canada
NCT00055718,United States
NCT02095717,France
NCT00615758,Greece
NCT01159171,Italy
NCT03476798,United States
NCT02971956,United States
NCT00002938,United States
NCT00304083,United States
NCT02291913,United States
NCT00407563,United States
NCT02087176,United States
NCT00100685,United States
NCT00595088,Israel
NCT00595088,United States
NCT03513952,United States
NCT00544817,United States
NCT00280150,United States
NCT00992186,Belgium
NCT00992186,Russia
NCT00992186,United Kingdom
NCT00992186,United States
NCT02961374,Puerto Rico
NCT02961374,United States
NCT00391586,United States
NCT02608073,Hong Kong
NCT02608073,Indonesia
NCT02608073,Malaysia
NCT02608073,Taiwan
NCT02608073,Thailand
NCT00744900,France
NCT02544789,China
NCT00643890,United States
NCT00398398,South Korea
NCT01013779,Australia
NCT03925246,France
NCT02323113,Canada
NCT02323113,United States
NCT03717155,Hungary
NCT03717155,Serbia
NCT03717155,Spain
NCT01227707,Italy
NCT03322215,Sweden
NCT03322215,United Kingdom
NCT00337129,United States
NCT04065789,Israel
NCT00319735,United States
NCT02478957,France
NCT02478957,Germany
NCT02478957,Italy
NCT02478957,Netherlands
NCT02478957,Spain
NCT00910741,Singapore
NCT00910741,Taiwan
NCT03138083,Belgium
NCT03138083,France
NCT03138083,Netherlands
NCT03138083,United Kingdom
NCT03138083,United States
NCT00005810,United States
NCT01891227,Austria
NCT00514085,Canada
NCT00984334,Germany
NCT00984334,United Kingdom
NCT03283761,United States
NCT00068458,United States
NCT00431613,Greece
NCT01310855,United Kingdom
NCT00933816,Japan
NCT04224740,Brazil
NCT00403429,Italy
NCT00003666,United States
NCT00216203,United States
NCT00027573,United States
NCT02616393,United States
NCT03429244,United States
NCT01215136,United States
NCT01336933,United States
NCT00245050,United States
NCT00389155,Australia
NCT00389155,Belgium
NCT00389155,Canada
NCT00389155,Denmark
NCT00389155,France
NCT00389155,Greece
NCT00389155,Indonesia
NCT00389155,Italy
NCT00389155,Philippines
NCT00389155,Poland
NCT00389155,Russia
NCT00389155,South Korea
NCT00389155,Spain
NCT00389155,Thailand
NCT00389155,United Kingdom
NCT00389155,United States
NCT00134680,United States
NCT01326559,China
NCT00409292,United States
NCT01177683,United States
NCT00006462,Australia
NCT00006462,Canada
NCT00006462,Netherlands
NCT00006462,New Zealand
NCT00006462,Puerto Rico
NCT00006462,Switzerland
NCT00006462,United States
NCT01295697,United States
NCT00499239,Czechia
NCT00499239,Russia
NCT00499239,United States
NCT02927925,China
NCT02927925,Hong Kong
NCT02927925,Singapore
NCT02927925,South Korea
NCT02927925,Taiwan
NCT00998192,United States
NCT02261714,Norway
NCT02261714,Spain
NCT02261714,United Kingdom
NCT00546780,Canada
NCT00546780,United States
NCT01267266,United States
NCT00617773,Brazil
NCT02993094,Austria
NCT01054625,Belgium
NCT01054625,Hungary
NCT01054625,Slovakia
NCT01054625,United Kingdom
NCT00547534,United States
NCT02948075,Russia
NCT03254927,United States
NCT00270894,United States
NCT00802113,United States
NCT02912676,Denmark
NCT00217607,France
NCT02764333,United States
NCT01854034,United States
NCT00005644,United States
NCT00005966,Australia
NCT00005966,Peru
NCT00005966,Puerto Rico
NCT00005966,United States
NCT00002873,Canada
NCT00002873,United States
NCT00019422,Australia
NCT00019422,Canada
NCT00019422,Netherlands
NCT00019422,New Zealand
NCT00019422,Puerto Rico
NCT00019422,Switzerland
NCT00019422,United States
NCT00029029,United States
NCT00003054,Canada
NCT00003054,United States
NCT00006080,United States
NCT00161980,Austria
NCT00161980,France
NCT00161980,Germany
NCT00161980,Italy
NCT00099879,Belgium
NCT00099879,France
NCT00099879,Italy
NCT00099879,Netherlands
NCT00099879,Spain
NCT00099879,United Kingdom
NCT00099879,United States
NCT00004125,United States
NCT00072579,United States
NCT00051480,United States
NCT00002478,United States
NCT00083434,United States
NCT00003334,United States
NCT00034593,Finland
NCT00034593,France
NCT00034593,Germany
NCT00030563,Canada
NCT00030563,United States
NCT00006268,United States
NCT00002319,United States
NCT00058149,South Africa
NCT00058149,United States
NCT00003140,Canada
NCT00003140,United Kingdom
NCT05564390,Canada
NCT05564390,Puerto Rico
NCT05564390,United States
NCT03979014,Finland
NCT03979014,Sweden
NCT03979014,United Kingdom
NCT07216703,Argentina
NCT07216703,Austria
NCT07216703,Belgium
NCT07216703,Brazil
NCT07216703,Canada
NCT07216703,Chile
NCT07216703,Colombia
NCT07216703,Czechia
NCT07216703,France
NCT07216703,Germany
NCT07216703,Greece
NCT07216703,Hungary
NCT07216703,India
NCT07216703,Ireland
NCT07216703,Israel
NCT07216703,Italy
NCT07216703,Japan
NCT07216703,Mexico
NCT07216703,Poland
NCT07216703,South Africa
NCT07216703,South Korea
NCT07216703,Spain
NCT07216703,Sweden
NCT07216703,Taiwan
NCT07216703,Thailand
NCT07216703,United Kingdom
NCT07216703,United States
NCT05009082,Germany
NCT00400946,Canada
NCT00400946,United States
NCT07705074,Switzerland
NCT07365995,United States
NCT06758401,Argentina
NCT06758401,Australia
NCT06758401,Austria
NCT06758401,Belgium
NCT06758401,Brazil
NCT06758401,Bulgaria
NCT06758401,Canada
NCT06758401,Chile
NCT06758401,China
NCT06758401,Czechia
NCT06758401,France
NCT06758401,Germany
NCT06758401,Greece
NCT06758401,Hungary
NCT06758401,India
NCT06758401,Israel
NCT06758401,Italy
NCT06758401,Japan
NCT06758401,Mexico
NCT06758401,Netherlands
NCT06758401,Poland
NCT06758401,Romania
NCT06758401,Saudi Arabia
NCT06758401,Slovakia
NCT06758401,South Korea
NCT06758401,Spain
NCT06758401,Switzerland
NCT06758401,Taiwan
NCT06758401,Turkey (Türkiye)
NCT06758401,United Kingdom
NCT06758401,United States
NCT07022483,Argentina
NCT07022483,Chile
NCT07022483,China
NCT07022483,France
NCT07022483,Germany
NCT07022483,Italy
NCT07022483,Japan
NCT07022483,Poland
NCT07022483,Portugal
NCT07022483,South Korea
NCT07022483,Spain
NCT07022483,Taiwan
NCT07022483,United States
NCT06890598,Australia
NCT06890598,Austria
NCT06890598,Belgium
NCT06890598,Brazil
NCT06890598,Chile
NCT06890598,China
NCT06890598,Czechia
NCT06890598,France
NCT06890598,Germany
NCT06890598,Greece
NCT06890598,Hungary
NCT06890598,India
NCT06890598,Israel
NCT06890598,Italy
NCT06890598,Japan
NCT06890598,Netherlands
NCT06890598,Norway
NCT06890598,Poland
NCT06890598,Portugal
NCT06890598,Romania
NCT06890598,Slovakia
NCT06890598,South Korea
NCT06890598,Spain
NCT06890598,Sweden
NCT06890598,Switzerland
NCT06890598,Taiwan
NCT06890598,Turkey (Türkiye)
NCT06890598,United Kingdom
NCT06890598,United States
NCT00418886,Argentina
NCT00418886,Australia
NCT00418886,Belgium
NCT00418886,Colombia
NCT00418886,France
NCT00418886,Germany
NCT00418886,Greece
NCT00418886,Hong Kong
NCT00418886,India
NCT00418886,Israel
NCT00418886,Italy
NCT00418886,Mexico
NCT00418886,Philippines
NCT00418886,Portugal
NCT00418886,South Africa
NCT00418886,Spain
NCT00418886,Sweden
NCT00418886,Taiwan
NCT00418886,United Kingdom
NCT00418886,United States
NCT00418886,Venezuela
NCT06109272,France
NCT06109272,Italy
NCT06109272,Puerto Rico
NCT06109272,Spain
NCT06109272,Taiwan
NCT06109272,United States
NCT05132582,Australia
NCT05132582,Austria
NCT05132582,Belgium
NCT05132582,Brazil
NCT05132582,Canada
NCT05132582,Chile
NCT05132582,China
NCT05132582,Czechia
NCT05132582,Finland
NCT05132582,France
NCT05132582,Germany
NCT05132582,Greece
NCT05132582,Italy
NCT05132582,Japan
NCT05132582,Netherlands
NCT05132582,Poland
NCT05132582,Portugal
NCT05132582,South Korea
NCT05132582,Spain
NCT05132582,Switzerland
NCT05132582,Taiwan
NCT05132582,United Kingdom
NCT05132582,United States
NCT03783442,Australia
NCT03783442,Belgium
NCT03783442,China
NCT03783442,Czechia
NCT03783442,France
NCT03783442,Germany
NCT03783442,Italy
NCT03783442,Japan
NCT03783442,Poland
NCT03783442,Romania
NCT03783442,Russia
NCT03783442,South Korea
NCT03783442,Spain
NCT03783442,Taiwan
NCT03783442,United Kingdom
NCT03783442,United States
NCT05654623,Argentina
NCT05654623,Australia
NCT05654623,Austria
NCT05654623,Belgium
NCT05654623,Brazil
NCT05654623,Bulgaria
NCT05654623,Canada
NCT05654623,China
NCT05654623,Czechia
NCT05654623,Finland
NCT05654623,France
NCT05654623,Germany
NCT05654623,Greece
NCT05654623,Hungary
NCT05654623,India
NCT05654623,Israel
NCT05654623,Italy
NCT05654623,Japan
NCT05654623,Mexico
NCT05654623,Poland
NCT05654623,Puerto Rico
NCT05654623,Slovakia
NCT05654623,South Africa
NCT05654623,South Korea
NCT05654623,Spain
NCT05654623,Sweden
NCT05654623,Switzerland
NCT05654623,Taiwan
NCT05654623,Turkey (Türkiye)
NCT05654623,United Kingdom
NCT05654623,United States
NCT06793215,Argentina
NCT06793215,Australia
NCT06793215,Belgium
NCT06793215,Brazil
NCT06793215,Canada
NCT06793215,China
NCT06793215,Denmark
NCT06793215,France
NCT06793215,Germany
NCT06793215,Greece
NCT06793215,Hong Kong
NCT06793215,Hungary
NCT06793215,Ireland
NCT06793215,Italy
NCT06793215,Japan
NCT06793215,Mexico
NCT06793215,Netherlands
NCT06793215,New Zealand
NCT06793215,Poland
NCT06793215,Portugal
NCT06793215,Singapore
NCT06793215,South Africa
NCT06793215,South Korea
NCT06793215,Spain
NCT06793215,Switzerland
NCT06793215,Taiwan
NCT06793215,United Kingdom
NCT06793215,United States
NCT07228832,Belgium
NCT07228832,Canada
NCT07228832,Czechia
NCT07228832,France
NCT07228832,Germany
NCT07228832,Italy
NCT07228832,Japan
NCT07228832,Poland
NCT07228832,Puerto Rico
NCT07228832,Spain
NCT07228832,United Kingdom
